id,created_at,name,canonical
1166,2024-07-18 16:50:53.741178+00:00,CONSORTIUM AECOMTECHNOREM,33
1167,2024-07-18 16:50:53.741178+00:00,CONSULTANTS AECOM MONTREAL,33
1168,2024-07-18 16:50:53.741178+00:00,AECOM CANADA KITCHENER,33
1169,2024-07-18 16:50:53.741178+00:00,AECOM CANADA KINGSTON,33
1170,2024-07-18 16:50:53.741178+00:00,AECOM CANADA NORTH BAY,33
1171,2024-07-18 16:50:53.741178+00:00,AECOM CANADA SASKATOON,33
1172,2024-07-18 16:50:53.741178+00:00,AECOM TECHNICAL SERVICES,33
1173,2024-07-18 16:50:53.741178+00:00,AECOM CANADA SAULT STE MARIE,33
1174,2024-07-18 16:50:53.741178+00:00,AICOM CANADA,33
1175,2024-07-18 16:51:07.292884+00:00,DMTI SPATIAL,58
1176,2024-07-18 16:51:27.242115+00:00,AECOM CANADA CH2M HILL CANADA,33
1177,2024-07-18 16:51:27.242115+00:00,AECOM TECHNOCAL SERVICES,33
1178,2024-07-18 16:51:27.242115+00:00,AECOM CANADA NUCLEAR SERVICES,33
1185,2024-07-18 16:52:43.207300+00:00,BRISTOL AEROSPACE,80
1191,2024-07-18 16:53:24.336614+00:00,ATMOSPHERE,73
1192,2024-07-18 16:53:24.336614+00:00,ATMOSPHERE VICTORIA,73
1194,2024-07-18 16:55:43.279831+00:00,ABB SP Z OO,77
1195,2024-07-18 16:55:56.377383+00:00,MAPLE REINDERS,91
1196,2024-07-18 16:55:56.377383+00:00,MAPLEREINDERS,91
1197,2024-07-18 16:55:56.377383+00:00,MAPLE REINDERS CONSTRUCTORS,91
1198,2024-07-18 16:56:12.481055+00:00,DAVISHENDERSON,71
1199,2024-07-18 16:56:31.407270+00:00,MAPLE REINDERS CONSTRUCTORS CONSTRUCTION DEMATHIEU BARD CDB IN JOINT VENTURE,91
1200,2024-07-18 16:56:35.742438+00:00,ROCHE,93
1201,2024-07-18 16:56:35.742438+00:00,ROCHE LTIE GROUPECONSEIL,93
1202,2024-07-18 16:56:35.742438+00:00,ROCHE GROUPECONSEIL,93
1203,2024-07-18 16:56:35.742438+00:00,ROCHE GROUPE CONSEIL,93
1204,2024-07-18 16:56:35.742438+00:00,ROCHE GROUPECONSEIL MONTREAL,93
1205,2024-07-18 16:57:30.033063+00:00,GLAXOSMITHKLINE,81
1206,2024-07-18 16:57:30.033063+00:00,GLAXOSMITHKLINEINC,81
1207,2024-07-18 16:57:30.033063+00:00,GLAXOSMITH KLINE,81
1208,2024-07-18 16:57:30.033063+00:00,GLAXOSMITHKLINE CANADA,81
1209,2024-07-18 16:57:30.033063+00:00,GLAXO SMITH KLINE,81
1210,2024-07-18 16:57:30.033063+00:00,GLAXOSMITHKLINE CONSUMER HEALTHCARE GLAXOSMITHKLINE CONSUMER HEALTHCARE,81
1211,2024-07-18 16:57:30.033063+00:00,GLAXOSMITHKLINE CONSUMER HEALTHCARE,81
1212,2024-07-18 16:57:30.033063+00:00,GLAXO SMITH KLEIN,81
1213,2024-07-18 16:57:30.033063+00:00,GLAXOWELLCOME,81
1214,2024-07-18 16:57:30.033063+00:00,GLAXO WELLCOME,81
1215,2024-07-18 16:57:38.030794+00:00,FUJITSU CONSULTING CANADA,89
1216,2024-07-18 16:57:38.030794+00:00,FUJITSU CONSULTING CANADA FUJITSU CONSEIL CANADA,89
1217,2024-07-18 16:57:38.030794+00:00,FIJITSU CONSULTING CANADA,89
1218,2024-07-18 16:57:38.030794+00:00,FUJITSU CONSULTING,89
1219,2024-07-18 16:57:38.030794+00:00,FTI CONSULTING CANADA,89
1220,2024-07-18 16:57:38.030794+00:00,FUJITSU CONSEIL CANADA,89
1221,2024-07-18 16:57:38.030794+00:00,FUJITSU CANADA,89
1222,2024-07-18 16:57:48.814995+00:00,DALIAN ENTERPRISES,98
1223,2024-07-18 16:57:48.814995+00:00,DALIAN ENTERPRISE,98
1224,2024-07-18 16:57:57.693950+00:00,DALIAN ENTREPRISES,98
1225,2024-07-18 16:57:57.699408+00:00,KPMG KPMG,86
1226,2024-07-18 16:57:57.699408+00:00,KPMG,86
1227,2024-07-18 16:57:57.699408+00:00,KPMG DLL,86
1228,2024-07-18 16:57:57.699408+00:00,KPMG LAW,86
1229,2024-07-18 16:57:57.699408+00:00,KPMG LLB,86
1230,2024-07-18 16:57:57.699408+00:00,KPMG MSLP,86
1231,2024-07-18 16:57:57.699408+00:00,KPMG T4348,86
1232,2024-07-18 16:57:57.699408+00:00,ITNET KPMG,86
1233,2024-07-18 16:57:57.699408+00:00,KPMGVAN,86
1234,2024-07-18 16:57:57.699408+00:00,KPMG OTTAWA,86
1235,2024-07-18 16:57:57.699408+00:00,KPMG CANADA,86
1236,2024-07-18 16:57:57.699408+00:00,KPMG AAS DOO,86
1237,2024-07-18 16:57:57.699408+00:00,KPMG FORENSIC,86
1238,2024-07-18 16:57:57.699408+00:00,KPMG PAKISTAN,86
1239,2024-07-18 16:57:57.699408+00:00,KPMG LENORA LEE,86
1240,2024-07-18 16:57:57.699408+00:00,KPMG VICTORIA,86
1241,2024-07-18 16:57:57.699408+00:00,KPMG FKA KPMG MSLP,86
1242,2024-07-18 16:57:57.699408+00:00,KPMG CONSULTING,86
1243,2024-07-18 16:57:57.699408+00:00,KPMG TASEER HADI,86
1244,2024-07-18 16:57:57.699408+00:00,KPMG WILL LIPSON,86
1245,2024-07-18 16:57:57.699408+00:00,KPMG ALAN PERETZ,86
1246,2024-07-18 16:57:57.699408+00:00,KPMG GARY WEBSTER,86
1247,2024-07-18 16:57:57.699408+00:00,KPMG ROSS HOMENIUK,86
1248,2024-07-18 16:57:57.699408+00:00,KPMG ADVISORY CHINA,86
1249,2024-07-18 16:57:57.699408+00:00,130614613PG0004 KPMG,86
1250,2024-07-18 16:57:57.699408+00:00,ITNET OTTAWAINC KPMG,86
1251,2024-07-18 16:57:57.699408+00:00,KPMG IN JOINT VENTURE,86
1252,2024-07-18 16:57:57.699408+00:00,ITNET OTTAWA KPMG IN JV,86
1253,2024-07-18 16:57:57.699408+00:00,KPMG TAX ADVISORY BRANC,86
1254,2024-07-18 16:57:57.699408+00:00,KPMG MANAGEMENT SERVICES,86
1255,2024-07-18 16:57:57.699408+00:00,KPM ANALYTICS,86
1256,2024-07-18 16:57:57.699408+00:00,KPMG MANAGEMENT CONSULTING,86
1257,2024-07-18 16:57:57.699408+00:00,ITNETOTTAWA IN JV WITH KPMG,86
1258,2024-07-18 16:57:57.699408+00:00,FINANCEMENT CORPORATIF KPMG,86
1259,2024-07-18 16:57:57.699408+00:00,KPMG SUB CONTRACT WILLIS COLLEGE,86
1260,2024-07-18 16:57:57.699408+00:00,KPMG ACCOUNTING SERVICE CENTRE,86
2859,2024-07-25 16:33:19.757306+00:00,L3 COMMUNICATIONS MAPPS,69
1262,2024-07-18 16:57:57.699408+00:00,ITNETOTTAWA KPMG IN JOINT VENTURE,86
1263,2024-07-18 16:57:57.699408+00:00,KPMG FINANCIAL ADVISORY SERVICES,86
1264,2024-07-18 16:57:57.699408+00:00,KPMG FINANCILAL ADVISORY SERVICES,86
1265,2024-07-18 16:57:57.699408+00:00,ITNET OTTAWA KPMG IN JOINT VENTURE,86
2860,2024-07-25 16:33:19.757306+00:00,L3 COMMUNICATIONS SONOMA EO,69
1267,2024-07-18 16:58:04.872582+00:00,HOFFMANLAROCHE,11
1268,2024-07-18 16:58:04.872582+00:00,HOFFMANNLAROCHE,11
1269,2024-07-18 16:58:04.872582+00:00,ROCHE DIAGNOSTICS DIVISION HOFFMANN ROCHE,11
1270,2024-07-18 16:58:04.872582+00:00,ROCHE DIAGNOSTICS A DIVISION HOFFMANN ROCHE,11
1271,2024-07-18 16:58:23.731833+00:00,COMPAGNIE DALIAN ENTERPRISES,98
1272,2024-07-18 16:58:23.791870+00:00,ANIXTER CANADA,72
1273,2024-07-18 16:58:23.791870+00:00,ANIXTER POWER SOLUTIONS CANADA,72
1274,2024-07-18 16:58:23.791870+00:00,ANIXTER POWER SOLUTIONS,72
1275,2024-07-18 16:58:33.463462+00:00,ROCHE DIAGNOSTICS CANADA,11
1366,2024-07-18 17:07:40.837552+00:00,AMAZON SELLER SERVICES PVT,105
1367,2024-07-18 17:07:40.837552+00:00,AMAZON CANADA FULFILLMENT SERVICES,105
1368,2024-07-18 17:07:40.837552+00:00,AMAZON KUIPER MANUFACTURING ENTERPRISES,105
1401,2024-07-18 17:12:46.658179+00:00,AGUSTAWESTLAND,36
1402,2024-07-18 17:12:46.658179+00:00,AGUSTA WESTLAND PHILADELPHIA,36
1403,2024-07-18 17:12:46.658179+00:00,AUGUSTAWESTLAND,36
1817,2024-07-19 10:53:58.908122+00:00,PRICEWATERHOUSECOOPERS PWC MANAGEMENT SERVICES,151
1818,2024-07-19 10:53:58.908122+00:00,PRICEWATERHOUSECOOPERS MAIN PWC NATIONAL ACCT,151
1819,2024-07-19 10:53:58.908122+00:00,PRICEWATERHOUSECOOPERS TRUSTEE IN BANKRUPTCY,151
1820,2024-07-19 10:53:58.908122+00:00,PRICE WATERHOUSE,151
1821,2024-07-19 10:53:58.908122+00:00,PRICEWATERHOUSECOOPERSPWC CENTRAL ACCOUNTING,151
1822,2024-07-19 10:53:58.908122+00:00,POWERWATERHOUSE COOPERS,151
1823,2024-07-19 10:53:58.908122+00:00,PRICEWATERHOUSECOOPERS SI SYSTEMS ACCENTURE IN JOINT VENTURE,151
1824,2024-07-19 10:53:58.908122+00:00,PRICEWATERHOUSECOOPERS ESIT CANADA ENTERPRISE SERVICES IN JV,151
1825,2024-07-19 10:53:58.908122+00:00,PRICE WATER HOUSE,151
1826,2024-07-19 10:53:58.908122+00:00,PRICEWATERHOUSECOOPERS ESIT CANADA ENTERPRISE SERVICES ESIT CANADA SERVICES AUX ENTREPRISES CIE IN JV,151
1827,2024-07-19 10:53:58.908122+00:00,PRICEWATERHOUSECOOPERS ESIT CANADA ENTERPRISE SERVICES ESIT CANADA SERVICES AUX ENTREPRISES CIE IN JOINT VENTURE,151
1829,2024-07-19 11:30:23.744224+00:00,MTG MANAGEMENT CONSULTANT,152
1830,2024-07-19 11:34:49.368353+00:00,MAKWA TPG IN JV,153
1831,2024-07-19 11:34:49.368353+00:00,MAKWA RESOURCING,153
1832,2024-07-19 11:34:49.368353+00:00,TEAM MAKWATPG,153
1833,2024-07-19 11:34:49.368353+00:00,MAKWA RESOURCING TPG,153
1834,2024-07-19 11:34:49.368353+00:00,MAKAWA RESOURCING,153
1835,2024-07-19 11:34:49.368353+00:00,MAKWA RESOURCING TPG TECHNOLOGY,153
1836,2024-07-19 11:35:49.720996+00:00,MAKWA RESURSING,153
1837,2024-07-19 11:36:22.841765+00:00,MAKWA RESOURCING WITH KOROC CONSULTING IN JV,153
1838,2024-07-19 11:36:22.841765+00:00,MAKWA RESOURCING TPG TECHNOLOGY CONSULTING IN JV,153
1839,2024-07-19 11:36:22.841765+00:00,MAKWA RESOURCING IN JV WITH TPG TECHNOLOGY CONSULTING,153
1840,2024-07-19 11:36:22.841765+00:00,MAKWA RESOURCING ISHEVA IN JOINT VENTURE,153
1841,2024-07-19 11:37:04.017083+00:00,MAKWA RESOURCING TPG TECHNOLOGY CONSULTING IN JOINT VENTURE,153
1842,2024-07-19 11:37:04.017083+00:00,MAKWA RESOURCE TPG TECHNOLOGLY CONSULTING IN JOINT VENTURE,153
1843,2024-07-19 11:37:04.017083+00:00,MAKWA RESOURCING KOROC CONSULTING IN JOINTVENTURE,153
1844,2024-07-19 11:38:03.739457+00:00,MAKWA RESOURCING TPG TECHNOLOGY CONSULTING,153
2862,2024-07-25 16:33:19.757306+00:00,L3 COMMUNICATIONS ESS,69
2863,2024-07-25 16:33:19.757306+00:00,L3 COMMUNICATIONS TITAN,69
2864,2024-07-25 16:33:19.757306+00:00,L3 COMMUNICATION LINK,69
2865,2024-07-25 16:33:19.757306+00:00,L3 COMMUNICATION CMRO,69
3185,2024-07-25 16:58:16.052592+00:00,CBCI TLECOM CANADA,273
3186,2024-07-25 16:58:16.052592+00:00,CBCI TELECOMMUNICATIONS,273
3187,2024-07-25 16:58:16.052592+00:00,CBCI TELECOM CANADA A SOLOTECH COMPANY,273
3188,2024-07-25 16:58:16.052592+00:00,CBCI TELECOM CISCO AUTHORIZED RESELLER,273
3339,2024-07-25 20:00:07.277705+00:00,COMBAT NETWORKDS,289
3449,2024-07-26 11:49:26.608951+00:00,SERVICES CORRECTIONNELS CANADA,296
3488,2024-07-26 19:23:57.680996+00:00,PETERS BROS CONSTRUCTION,304
3489,2024-07-26 19:23:57.680996+00:00,PETER BROS CONSTRUCTION,304
3490,2024-07-26 19:23:57.680996+00:00,PETERS CONSTRUCTION,304
3583,2024-07-26 20:04:30.728586+00:00,SHELL,312
3584,2024-07-26 20:04:30.728586+00:00,SHELLQ,312
3585,2024-07-26 20:04:30.728586+00:00,SHELLUSA,312
3586,2024-07-26 20:04:30.728586+00:00,SHELL BRASIL,312
3587,2024-07-26 20:04:30.728586+00:00,SHELL CANADA,312
3588,2024-07-26 20:04:30.728586+00:00,SHELOL,312
3589,2024-07-26 20:04:30.728586+00:00,SHELL CANANDA,312
3590,2024-07-26 20:04:30.728586+00:00,SHELL CALGARY,312
3591,2024-07-26 20:04:30.728586+00:00,SHELL AVIATION,312
3592,2024-07-26 20:04:30.728586+00:00,SHELL AVIAITON,312
3593,2024-07-26 20:04:30.728586+00:00,SHELL AVIATIOIN,312
3594,2024-07-26 20:04:30.728586+00:00,SHELL BRASIL LTDA,312
3595,2024-07-26 20:04:30.728586+00:00,SHELL CANADA ENERGY,312
3596,2024-07-26 20:04:30.728586+00:00,SHELL CANDA PRODUCTS,312
3597,2024-07-26 20:04:30.728586+00:00,SHELL CANADA PODUCTS,312
3598,2024-07-26 20:04:30.728586+00:00,SHELL CANADA PRDUCTS,312
3599,2024-07-26 20:04:30.728586+00:00,SHELL CANADA PRODUCT,312
3600,2024-07-26 20:04:30.728586+00:00,PRODUIT SHELL CANADA,312
3601,2024-07-26 20:04:30.728586+00:00,SHELL CANADA PRODUCTS,312
3602,2024-07-26 20:04:30.728586+00:00,SHELL PRODUCTS CANADA,312
3603,2024-07-26 20:04:30.728586+00:00,SHELL CANADA PRODUTCS,312
3604,2024-07-26 20:04:30.728586+00:00,PRODUITS SHELL CANADA,312
3605,2024-07-26 20:04:30.728586+00:00,SHELL CANADA PRODUCTS SHELL CANADA,312
3606,2024-07-26 20:04:30.728586+00:00,SHELL CANADA PRODCUTS,312
3607,2024-07-26 20:04:30.728586+00:00,SHELL CANADA PRODUCTSE,312
3608,2024-07-26 20:04:30.728586+00:00,SHELL CANADA PRODUCTES,312
3609,2024-07-26 20:04:30.728586+00:00,SHELL CANADA PRIODUCTS,312
3610,2024-07-26 20:04:30.728586+00:00,SHELL CANADA PRODUCTFS,312
3611,2024-07-26 20:04:30.728586+00:00,SHELLCANADA PRODUCTS,312
3779,2024-07-26 20:33:35.288827+00:00,ILLUMINA CANADA,318
3780,2024-07-26 20:33:35.288827+00:00,ILLUMINA,318
4689,2024-07-30 12:14:45.362706+00:00,HP,392
3855,2024-07-26 23:41:13.284528+00:00,HONEYWELL HONEYWELL,325
3856,2024-07-26 23:41:13.284528+00:00,HONEYWELL,325
3857,2024-07-26 23:41:13.284528+00:00,EMS HONEYWELL,325
3858,2024-07-26 23:41:13.284528+00:00,HONEYWELL ASCA,325
3859,2024-07-26 23:41:13.284528+00:00,HONEYWELL ENRAF,325
3860,2024-07-26 23:41:13.284528+00:00,HONEYWELL LIMITIE,325
3861,2024-07-26 23:41:13.284528+00:00,HONEYWELL CONTROLS,325
3862,2024-07-26 23:41:13.284528+00:00,HONEYWELL A CANADA HONEYWELL,325
3863,2024-07-26 23:41:13.284528+00:00,HONEYWELL ANNISTON,325
3864,2024-07-26 23:41:13.284528+00:00,HONEYWELL MONTREAL,325
3865,2024-07-26 23:41:13.284528+00:00,HONEYWELL DARTMOUTH,325
3866,2024-07-26 23:41:13.284528+00:00,HONEYWELL AEROSPACE,325
3867,2024-07-26 23:41:13.284528+00:00,HONEYWELL ANALYTICS,325
3868,2024-07-26 23:41:13.284528+00:00,HONEYWELL SAINTEFOY,325
3869,2024-07-26 23:41:13.284528+00:00,HONEYWELL CHICOUTIMI,325
3870,2024-07-26 23:41:13.284528+00:00,COMDEV HONEYWELL CANADA,325
3871,2024-07-26 23:41:13.284528+00:00,HONEYWELL AEROSPATIALE,325
3872,2024-07-26 23:41:13.284528+00:00,HONEYWELL INTERNATIONAL,325
3873,2024-07-26 23:41:13.284528+00:00,HONEYWELL ADVANCED FIBER,325
3874,2024-07-26 23:41:13.284528+00:00,HONEYWELL CANADA LOGISTICS,325
3875,2024-07-26 23:41:13.284528+00:00,HONEYWELL AEROSPACE TORONTO,325
3876,2024-07-26 23:41:13.284528+00:00,HONEYWELL PRECISION SENSORS,325
3877,2024-07-26 23:41:13.284528+00:00,HONEYWELL SOLUTION BATIMENT,325
3878,2024-07-26 23:41:13.284528+00:00,HONEYWELL BUILDING SOLUTIONS,325
4690,2024-07-30 12:14:45.362706+00:00,HP CANADA,392
4691,2024-07-30 12:14:45.362706+00:00,HP CANANDA,392
4692,2024-07-30 12:14:45.362706+00:00,HP CANADA HP CANADA CIE,392
1846,2024-07-19 12:55:30.462587+00:00,TELECOM COMPTER,154
1847,2024-07-19 12:55:30.462587+00:00,TELECOM COMPUTER,154
1848,2024-07-19 12:55:30.462587+00:00,CO TELECOM COMPUTER,154
1849,2024-07-19 12:55:30.462587+00:00,TELECOM COMPUTERS,154
1850,2024-07-19 12:55:30.462587+00:00,NAME TELECOM COMPUTER,154
1851,2024-07-19 12:56:31.208053+00:00,TELECOM COMPUTER ONTARIO,154
1852,2024-07-19 12:58:39.949952+00:00,TELCOM COMPUTER,154
1853,2024-07-19 12:58:39.949952+00:00,TELECOM COMPUTER CR 112645,154
1854,2024-07-19 12:58:39.949952+00:00,TELECOM COMPUTER PRODUCTS,154
1855,2024-07-19 12:58:39.949952+00:00,TELECOM COMPUTER SERVICES,154
1856,2024-07-19 12:58:39.949952+00:00,TELCOM COMPUTERS,154
1857,2024-07-19 12:58:39.949952+00:00,TELECOM COMPUTER DO NOT USE,154
1858,2024-07-19 14:28:02.953496+00:00,DONNA CONA,101
1859,2024-07-19 14:28:02.953496+00:00,CONA DONNA,101
1860,2024-07-19 14:28:02.953496+00:00,DONA CONNA,101
1861,2024-07-19 14:28:02.953496+00:00,DONNA CONNA,101
1862,2024-07-19 14:28:02.953496+00:00,DONNA CON,101
1863,2024-07-19 14:28:02.953496+00:00,DONA CONA,101
1864,2024-07-19 14:28:02.953496+00:00,DONNA CONA II,101
1865,2024-07-19 14:28:02.953496+00:00,DONNACONA,101
1866,2024-07-19 14:28:02.953496+00:00,DONNA CONA IBM CANADA,101
1867,2024-07-19 14:28:02.953496+00:00,DONNA CONA IBM CANADA IN,101
2866,2024-07-25 16:33:27.035965+00:00,BUREAU VERITAS CANADA 2019,236
1869,2024-07-19 14:28:02.953496+00:00,DONNA CONA IBM CANADA IN JOINT VENTURE,101
1870,2024-07-19 14:28:02.953496+00:00,DONNA CONA IBM CANADA IBM CANADA IN JOINT VENTURE,101
1871,2024-07-19 14:34:02.893820+00:00,EMIL ANDERSON CONSTRUCTION EAC,155
1872,2024-07-19 14:34:02.893820+00:00,EMIL ANDERSON CONSTRUCTION EAC IN,155
1873,2024-07-19 14:34:02.893820+00:00,EMIL ANDERSON CONSTRUCTION,155
1874,2024-07-19 14:34:02.893820+00:00,EMIL ANDERSON CONSTRUCTION EAC INCL,155
1875,2024-07-19 15:58:58.835060+00:00,MITSUBISHI,156
1876,2024-07-19 15:58:58.835060+00:00,MITSUBISHI MOTORS,156
1877,2024-07-19 15:58:58.835060+00:00,MITSUBISHI CANADA,156
2867,2024-07-25 16:33:27.035965+00:00,BUREAU VERITAS CANADA,236
1879,2024-07-19 15:58:58.835060+00:00,MITSUBISHI MOTOR SALES,156
1880,2024-07-19 15:58:58.835060+00:00,MITSUBISHI MOTORS CANADA,156
1881,2024-07-19 15:58:58.835060+00:00,MITSUBISHI MOTOR SALES CAN,156
1882,2024-07-19 15:58:58.835060+00:00,MITSUBISHI MOTOR SALES CANADA,156
1883,2024-07-19 15:58:58.835060+00:00,MITSUBISHI MOTOR SALES CANADA I,156
1884,2024-07-19 15:58:58.835060+00:00,MITSUBISHI MOTOR SALES CANADA IN,156
1885,2024-07-19 16:10:59.156040+00:00,EMIL ANDERSON MAINTENANCE,155
1886,2024-07-19 16:13:58.801727+00:00,BALLINA CONTRACTING,155
2868,2024-07-25 16:33:27.035965+00:00,BUREAU VERITAS MARINE CANADA,236
6938,2024-08-30 01:13:31.667798+00:00,CGI INFORMATION SYSTEMS MANAGEMENT CONSULTANTS CONSEILLERS EN SYSTEMES DINFORMATION EN GESTION CGI,771
6939,2024-08-30 01:13:31.667798+00:00,1001544CGI INFORMATION SYST MANAGEMENT CONSULTANTS,771
6940,2024-08-30 01:13:31.667798+00:00,CGI SYSTEMS MANAGEMENT CONSULTANTS,771
6941,2024-08-30 01:13:31.667798+00:00,CGI CONSEILLERS EN GESTION INFORMATIQUE CGI,771
6942,2024-08-30 01:13:31.667798+00:00,CONSEILLERS EN GESTION INFORMATIQUE CGI,771
1898,2024-07-19 16:35:37.514338+00:00,ELLISDON,158
1899,2024-07-19 16:35:37.514338+00:00,ELLISDON ELLISDON,158
1900,2024-07-19 16:35:37.514338+00:00,ELLIS DON,158
1901,2024-07-19 16:35:37.514338+00:00,ELLISDON OTTAWA,158
1902,2024-07-19 16:35:37.514338+00:00,ELLISDON HALIFAX,158
1903,2024-07-19 16:35:37.514338+00:00,ELLISDON CONSTRUCTION,158
1904,2024-07-19 16:35:37.514338+00:00,ELLISDON CONSTRUCTION HALIFAX,158
1905,2024-07-19 16:35:37.514338+00:00,ELLISDON CONSTRUCTION SERVICES,158
1906,2024-07-19 16:35:37.514338+00:00,ELLISDON CIVIL CHANT IN JOINT VENTURE,158
1907,2024-07-19 16:35:37.514338+00:00,ELLISDON 994466 NUNAVUT IN JOINT VENTURE,158
1908,2024-07-19 16:35:37.514338+00:00,ELLIS DON CONSTRUCTION SERVICES,158
1909,2024-07-19 16:39:32.359239+00:00,EBSCO CANADA,159
1910,2024-07-19 16:39:32.359239+00:00,EBSCO CANADA EBSCO CANADA,159
1911,2024-07-19 16:39:32.359239+00:00,EBSCO CANADA US,159
1912,2024-07-19 16:42:07.386872+00:00,EBSCO,159
1913,2024-07-19 16:42:07.386872+00:00,EBSCO HEALTH,159
1914,2024-07-19 16:42:07.386872+00:00,EBSCO PUBLISHING,159
1915,2024-07-19 16:42:07.386872+00:00,EBSCO CANADA TORONTO ON,159
1916,2024-07-19 16:42:07.386872+00:00,EBSCO INFORMATION SERVICES,159
1917,2024-07-19 16:42:07.386872+00:00,EBSCO INFORMATION PRODUCTS,159
1919,2024-07-19 17:13:39.730652+00:00,MODIS,160
1920,2024-07-19 17:13:39.730652+00:00,TEAM MODIS,160
1921,2024-07-19 17:13:39.730652+00:00,MODIS CANADA,160
1922,2024-07-19 17:13:39.730652+00:00,MODIS AJILON,160
1923,2024-07-19 17:13:39.730652+00:00,MODIS CANADA IC,160
1924,2024-07-19 17:13:39.730652+00:00,AJILON CANADA MODIS,160
1925,2024-07-19 17:13:39.730652+00:00,MODIS CANADA CR 114705,160
1926,2024-07-19 17:13:39.730652+00:00,MODIA CANADA,160
1927,2024-07-19 17:27:25.242988+00:00,MONERIS,162
1928,2024-07-19 17:27:25.242988+00:00,MONERIS SOLUTIONS,162
4708,2024-07-30 12:17:00.121885+00:00,HEWLETTPACKARD FINANCIAL SERVICES,393
4709,2024-07-30 12:17:00.121885+00:00,HEWLETTPACKARD FINANCIAL SERVICES CANADA COMPANY HPFS,393
4737,2024-07-30 16:23:22.573614+00:00,NAVTECH,395
1933,2024-07-19 17:32:58.091772+00:00,MOTOROLA SOLUTION CANDAD,164
1934,2024-07-19 17:32:58.091772+00:00,MOTOROLA SOLUTIONS CANDA,164
1935,2024-07-19 17:32:58.091772+00:00,MOTOROLA SOLUTION CANADA,164
1936,2024-07-19 17:32:58.091772+00:00,MOTOROLA SOLUTINS CANADA,164
1937,2024-07-19 17:32:58.091772+00:00,MOTOROLA SOUTIONS CANADA,164
1938,2024-07-19 17:32:58.091772+00:00,MOTOROLA SOLTUIONS CANADA,164
1939,2024-07-19 17:32:58.091772+00:00,MOTOROLA SOLUTIONS CNAADA,164
1940,2024-07-19 17:32:58.091772+00:00,MOTOROLA SOLUTIONS CANADA,164
1941,2024-07-19 17:32:58.091772+00:00,MOTOROLA SOLUTIONS LIMTED,164
1942,2024-07-19 17:32:58.091772+00:00,MOTOROLA SOLUTIONS CANADIAN,164
1943,2024-07-19 17:54:54.995411+00:00,MOTOROLA,164
1944,2024-07-19 17:54:54.995411+00:00,MOTOROLA CNADA,164
1945,2024-07-19 17:54:54.995411+00:00,MOTOROLA CANDA,164
1946,2024-07-19 17:54:54.995411+00:00,MOTOROLA CANADA,164
1947,2024-07-19 17:54:54.995411+00:00,MOTOROALA CANADA,164
1948,2024-07-19 17:54:54.995411+00:00,MOTORTOLA CANADA,164
1949,2024-07-19 17:54:54.995411+00:00,MOROROLA CANADA,164
1950,2024-07-19 18:49:07.298013+00:00,BAE SYSTEMS BOFORS,165
1951,2024-07-19 18:49:07.298013+00:00,BAE SYSTEM BOFORS,165
1952,2024-07-19 18:49:07.298013+00:00,BA SYSTEMS BOFORS,165
4796,2024-07-30 18:19:06.466339+00:00,UNISYS CANADA,410
1888,2024-07-19 16:27:48.490078+00:00,COFOMO,358
1889,2024-07-19 16:27:48.490078+00:00,COFOMO OTTAWA,358
1953,2024-07-19 18:49:07.298013+00:00,BAE SYSTEMS BOFORES,165
1954,2024-07-19 18:49:07.298013+00:00,BAE SYSTEMS BOFORS HOLDING COMPANY,165
1955,2024-07-19 19:01:57.401860+00:00,BAYSHORE HEALTHCARE,166
1956,2024-07-19 19:01:57.401860+00:00,BAYSHORE HEALTH CARE,166
1957,2024-07-19 19:01:57.401860+00:00,BAYSHORE HEALTCARE,166
1958,2024-07-19 19:01:57.401860+00:00,BAYSHORE HEALTH,166
1959,2024-07-19 19:03:16.684339+00:00,BAYSHORE HEALTHCARE OTTAWA,166
1960,2024-07-19 19:03:16.684339+00:00,BAYSHORE HEALTHCARE BAYSHORE SOINS SANTE,166
1961,2024-07-19 19:03:16.684339+00:00,BAYSHORE HOME HEALTH,166
1962,2024-07-19 19:03:16.684339+00:00,BAYSHORE HEALTH CARE WINNIPEG,166
1963,2024-07-19 19:03:16.684339+00:00,BAYSHORE HEALTH SERVICES,166
1964,2024-07-19 19:03:16.684339+00:00,BAYSHORE HOME HEALTH NEPEAN,166
1965,2024-07-19 19:34:53.396664+00:00,BELL,167
1966,2024-07-19 19:34:53.396664+00:00,BELL CA,167
1967,2024-07-19 19:34:53.396664+00:00,BELL CDA,167
1968,2024-07-19 19:34:53.396664+00:00,BELL MTS,167
1969,2024-07-19 19:34:53.396664+00:00,BELL MEDIA,167
1970,2024-07-19 19:34:53.396664+00:00,BELL CANADA BELL CANADA,167
1971,2024-07-19 19:34:53.396664+00:00,BELL CANADA,167
1972,2024-07-19 19:34:53.396664+00:00,BELL MOBILITE,167
1973,2024-07-19 19:34:53.396664+00:00,BELL MOBILITY,167
1974,2024-07-19 19:34:53.396664+00:00,BELL WIRELESS,167
1975,2024-07-19 19:34:53.396664+00:00,BELL EXPRESSVU,167
1976,2024-07-19 19:34:53.396664+00:00,BELL TELEPHONE,167
1977,2024-07-19 19:34:53.396664+00:00,BELL EXPRESS VU,167
1978,2024-07-19 19:34:53.396664+00:00,BELL MOBILITY DBA,167
